236337415893944,-56.1,-60.5,-69.8,-33.0,-45.2,-36.0
236337425840137,-56.1,-60.5,-69.7,-33.0,-45.2,-36.0
236337435824406,-56.1,-60.5,-69.8,-33.0,-45.2,-36.0
236337445894098,-56.1,-60.5,-69.8,-33.0,-45.2,-36.0
236337455838060,-56.1,-60.5,-69.7,-33.0,-45.2,-36.0
236337466635483,-56.1,-60.5,-69.8,-33.0,-45.2,-36.0
236337475936367,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337495858252,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337505831598,-56.1,-60.6,-69.7,-33.0,-45.2,-36.0
236337515833560,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337525835752,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337535836136,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337545836098,-56.1,-60.6,-69.9,-33.0,-45.2,-36.0
236337555835098,-56.1,-60.5,-69.9,-33.0,-45.2,-36.0
236337565830290,-56.2,-60.5,-69.8,-33.0,-45.2,-36.0
236337575854752,-56.2,-60.5,-69.9,-33.0,-45.2,-36.0
236337585848290,-56.2,-60.5,-69.9,-33.0,-45.2,-36.0
236337596056636,-56.2,-60.6,-69.8,-33.0,-45.2,-36.0
236337605847136,-56.1,-60.6,-69.9,-33.0,-45.2,-36.0
236337615862713,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337625817944,-56.1,-60.6,-69.9,-33.0,-45.2,-36.0
236337635904944,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337645849713,-56.1,-60.7,-69.9,-33.0,-45.2,-36.0
236337655878290,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337665811213,-56.1,-60.6,-69.8,-33.0,-45.2,-36.0
236337676230367,-56.1,-60.7,-69.9,-33.0,-45.2,-36.0
236337685888059,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337695862483,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337705824175,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337715916983,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337725838636,-56.1,-60.7,-69.9,-33.0,-45.2,-36.0
236337735869790,-56.1,-60.800003,-69.9,-33.0,-45.2,-36.0
236337745930559,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337755829098,-56.1,-60.7,-69.8,-33.0,-45.2,-36.0
236337765834059,-56.2,-60.7,-69.9,-33.0,-45.2,-36.0
236337775810829,-56.2,-60.7,-69.8,-33.0,-45.2,-36.0
236337785851252,-56.2,-60.7,-69.8,-33.0,-45.2,-36.0
236337795884444,-56.2,-60.7,-69.9,-33.0,-45.2,-36.0
236337815884059,-56.2,-60.7,-69.9,-33.0,-45.2,-36.0
236337825861059,-56.2,-60.7,-69.9,-33.0,-45.2,-36.0
236337835947829,-56.2,-60.7,-69.9,-33.0,-45.2,-36.0
236337845834906,-56.1,-60.7,-70.0,-33.0,-45.2,-36.0
