565461858506236,-18.18,41.4,-44.7,-37.008,50.145,-41.05
565461868575774,-18.010002,42.0,-46.2,-36.838,50.741,-42.542
565461879529851,-18.18,41.699997,-45.3,-37.012,50.433,-41.645
565461888583543,-18.009998,41.699997,-44.399998,-36.842,50.433,-40.745
565461898581812,-17.66,41.7,-43.8,-36.494,50.428,-40.146
565461908797812,-18.179998,41.699997,-45.3,-37.016,50.426,-41.646
565461928512812,-17.49,41.7,-45.3,-36.327,50.423,-41.649
565461948498736,-16.970001,42.0,-43.8,-35.81,50.719,-40.149
565461968516082,-17.32,41.699997,-44.399998,-36.159,50.42,-40.746
565461988538505,-17.83,41.7,-44.7,-36.673,50.414,-41.057
565461998514928,-16.970001,41.4,-43.800003,-35.816,50.112,-40.164
565462018519274,-16.970001,41.699997,-43.2,-35.816,50.413,-39.569
565462038530966,-17.490002,41.7,-45.300003,-36.332,50.417,-41.657
565462048521389,-17.32,42.0,-43.2,-36.161,50.718,-39.555
565462058539697,-17.66,41.4,-46.2,-36.502,50.115,-42.554
565462068520005,-16.8,41.1,-44.1,-35.642,49.814,-40.453
565462078540851,-18.350002,41.399998,-45.0,-37.192,50.114,-41.353
565462088523351,-17.14,42.0,-45.300003,-35.982,50.715,-41.65
565462098545043,-17.830002,42.0,-45.3,-36.672,50.714,-41.649
565462108518312,-17.83,41.4,-45.9,-36.673,50.112,-42.25
565462118533697,-17.49,41.7,-44.1,-36.334,50.41,-40.452
565462128520735,-17.140001,41.1,-46.5,-35.985,49.807,-42.849
565462138531158,-17.140001,41.4,-46.5,-35.985,50.105,-42.847
565462148531928,-18.18,42.3,-46.5,-37.027,51.002,-42.847
565462159198082,-17.83,41.7,-44.699997,-36.679,50.396,-41.044
565462168552966,-17.83,41.7,-45.3,-36.679,50.396,-41.644
565462178584274,-17.490002,41.7,-45.3,-36.338,50.395,-41.639
565462188540889,-18.009998,41.4,-45.0,-36.857,50.095,-41.334
