733753970202101,-0.020751953,-9.949951,-0.8239746
733753980225947,-0.01586914,-9.94751,-0.8166504
733753990221524,-0.029296875,-9.937744,-0.8105469
733754000187563,-0.01953125,-9.952393,-0.826416
733754010194101,-0.013427734,-9.931641,-0.84472656
733754020181178,-0.030517578,-9.945068,-0.83984375
733754030177755,-0.03540039,-9.959717,-0.8288574
733754040246947,-0.021972656,-9.962158,-0.8203125
733754050285409,-0.018310547,-9.953613,-0.83984375
733754060212986,-0.018310547,-9.93042,-0.84350586
733754070249255,-0.01953125,-9.937744,-0.8496094
733754080246024,-0.028076172,-9.943848,-0.83618164
733754090242293,-0.029296875,-9.949951,-0.8312988
733754100246524,-0.01586914,-9.940186,-0.8251953
733754110248293,-0.02319336,-9.94751,-0.8215332
733754120244216,-0.032958984,-9.968262,-0.83618164
733754130247409,-0.020751953,-9.941406,-0.8251953
733754140248485,-0.024414062,-9.9646,-0.814209
733754150273255,-0.024414062,-9.949951,-0.80444336
733754160244524,-0.01586914,-9.932861,-0.8227539
733754170244601,-0.036621094,-9.935303,-0.8227539
733754180248293,-0.029296875,-9.94873,-0.8630371
733754190246832,-0.009765625,-9.951172,-0.8276367
733754200242293,-0.03173828,-9.962158,-0.8288574
733754210247485,-0.01586914,-9.93042,-0.7910156
733754220244601,-0.034179688,-9.935303,-0.83251953
733754230246793,-0.030517578,-9.952393,-0.8276367
733754240252101,-0.025634766,-9.963379,-0.814209
733754250246139,-0.037841797,-9.9609375,-0.826416
733754260183793,-0.028076172,-9.952393,-0.8093262
733754270250255,-0.021972656,-9.952393,-0.8215332
733754280260678,-0.034179688,-9.970703,-0.83251953
733754290243601,-0.021972656,-9.957275,-0.8166504
733754300254678,-0.024414062,-9.935303,-0.83251953
733754310257101,-0.028076172,-9.942627,-0.83862305
733754320257832,-0.037841797,-9.952393,-0.8190918
733754330252985,-0.036621094,-9.9609375,-0.80688477
733754340256755,-0.021972656,-9.963379,-0.83251953
733754350251908,-0.0024414062,-9.951172,-0.83740234
733754360253255,-0.026855469,-9.942627,-0.8251953
733754370255716,-0.01953125,-9.920654,-0.79956055
733754380253139,-0.021972656,-9.94873,-0.8166504
733754390255178,-0.034179688,-9.96582,-0.83618164
733754400253908,-0.036621094,-9.963379,-0.83862305
733754410250639,-0.037841797,-9.936523,-0.8276367
733754420258408,-0.034179688,-9.968262,-0.80078125
733754430254178,-0.030517578,-9.967041,-0.8105469
733754440257255,-0.0061035156,-9.943848,-0.8166504
733754450257139,-0.009765625,-9.942627,-0.8312988
733754460256716,-0.034179688,-9.937744,-0.8239746
733754470253793,-0.030517578,-9.954834,-0.79956055
733754480254678,-0.0390625,-9.963379,-0.80322266
733754490255947,-0.025634766,-9.9646,-0.80200195
733754500251139,-0.03173828,-9.967041,-0.814209
733754510256601,-0.0073242188,-9.937744,-0.814209
733754520257254,-0.012207031,-9.942627,-0.8166504
733754530243831,-0.047607422,-9.940186,-0.8166504
733754540248831,-0.036621094,-9.958496,-0.8227539
733754550248178,-0.029296875,-9.9646,-0.7922363
733754560248562,-0.017089844,-9.952393,-0.8093262
733754570240408,-0.036621094,-9.973145,-0.8129883
733754580253831,-0.017089844,-9.956055,-0.78125
733754590254601,-0.024414062,-9.953613,-0.80566406
733754600256677,-0.012207031,-9.936523,-0.83984375
733754610249101,-0.026855469,-9.945068,-0.8483887
733754620252062,-0.030517578,-9.935303,-0.83496094
733754630252677,-0.036621094,-9.962158,-0.83251953
733754640249062,-0.04272461,-9.963379,-0.826416
733754650250831,-0.017089844,-9.951172,-0.79956055
733754660246985,-0.030517578,-9.954834,-0.80322266
733754670249100,-0.032958984,-9.943848,-0.80078125
733754680244716,-0.032958984,-9.962158,-0.80810547
733754690246293,-0.029296875,-9.957275,-0.8190918
733754700248062,-0.025634766,-9.94873,-0.8227539
733754710245024,-0.020751953,-9.953613,-0.8251953
733754720248600,-0.029296875,-9.954834,-0.8239746
733754730242639,-0.021972656,-9.963379,-0.8239746
733754740248408,-0.026855469,-9.938965,-0.84350586
733754750247100,-0.021972656,-9.940186,-0.8569336
733754760247908,-0.024414062,-9.935303,-0.83984375
733754770246024,-0.045166016,-9.951172,-0.8117676
733754780245100,-0.020751953,-9.945068,-0.7897949
733754790246562,-0.036621094,-9.968262,-0.8190918
733754800249870,-0.01586914,-9.943848,-0.84228516
733754810246870,-0.021972656,-9.923096,-0.8215332
733754820261023,-0.021972656,-9.952393,-0.7910156
733754830245408,-0.0390625,-9.959717,-0.7739258
733754840259293,-0.034179688,-9.9609375,-0.7751465
